"fiscal_year","contractor","award"
"2012-09-30T00:00:00.000","Leadership Enrichment Arts Program","33500"
"2012-09-30T00:00:00.000","Shady Tree Studios","34700"
"2012-09-30T00:00:00.000","Pollyanna Theatre Company","35100"
"2012-09-30T00:00:00.000","Anthropos Arts","36000"
"2012-09-30T00:00:00.000","Austin Celtic Association, Inc.","36000"
"2012-09-30T00:00:00.000","Austin Jazz Workshop, Inc.","37400"
"2012-09-30T00:00:00.000","Austin Visual Arts Association","37400"
"2012-09-30T00:00:00.000","Motion Media Arts Center aka The Austin School of Film","39500"
"2012-09-30T00:00:00.000","Roy Lozano's Ballet Folklorico de Texas","40000"
"2012-09-30T00:00:00.000","Austin Music Foundation","41200"
"2012-09-30T00:00:00.000","Badgerdog Literary Publishing","42000"
"2012-09-30T00:00:00.000","Progressive Arts Collective","42800"
"2012-09-30T00:00:00.000","Zilker Theatre Productions","45000"
"2012-09-30T00:00:00.000","Great Promise for American Indians, Inc.","45400"
"2012-09-30T00:00:00.000","Austin Playhouse","47000"
"2012-09-30T00:00:00.000","Cine Las Americas","49000"
"2012-09-30T00:00:00.000","Imagine Art, Inc.","49500"
"2012-09-30T00:00:00.000","Writer's League of Texas","49500"
"2012-09-30T00:00:00.000","Art Spark Texas","54500"
"2012-09-30T00:00:00.000","Austin Chamber Music Center, Inc.","54500"
"2012-09-30T00:00:00.000","Hyde Park Theatre","54500"
"2012-09-30T00:00:00.000","Texas Folklife Resources","57000"
"2012-09-30T00:00:00.000","Blue Lapis Light, Inc.","58000"
"2012-09-30T00:00:00.000","Austin Shakespeare Festival","59500"
"2012-09-30T00:00:00.000","Fuse Box Austin","59500"
"2012-09-30T00:00:00.000","Salvage Vanguard Theatre","62000"
"2012-09-30T00:00:00.000","Austin Classical Guitar","64500"
"2012-09-30T00:00:00.000","Austin Fine Arts Alliance, Inc. AKA Art Alliance Austin","64500"
"2012-09-30T00:00:00.000","Rude Mechanicals - A Theatre Collective","64500"
"2012-09-30T00:00:00.000","Vortex Repertory Company","64500"
"2012-09-30T00:00:00.000","Center For Women & Their Work","67000"
"2012-09-30T00:00:00.000","Creative Action","67000"
"2012-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company","67000"
"2012-09-30T00:00:00.000","Mexic-Arte Museum","87500"
"2012-09-30T00:00:00.000","Austin Creative Alliance","92500"
"2012-09-30T00:00:00.000","Austin Film Festival, Inc.","95000"
"2012-09-30T00:00:00.000","One World","100000"
"2012-09-30T00:00:00.000","Austin Symphony Orchestra Society, Inc.","102000"
"2012-09-30T00:00:00.000","Conspirare, Inc.","107500"
"2012-09-30T00:00:00.000","Austin Children's Museum DBA Thinkery","110000"
"2012-09-30T00:00:00.000","Zachary Scott Theatre Center","110000"
"2012-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","115000"
"2012-09-30T00:00:00.000","The Contemporary Austin Museum Inc","115000"
"2012-09-30T00:00:00.000","Austin Theatre Alliance (formerly Paramount Theatre and State Theatre)","122500"
"2012-09-30T00:00:00.000","Ballet Austin, Inc.","122500"
"2012-09-30T00:00:00.000","Arthouse at the Jones Center (merged into AMOA during FY2012)","125000"
"2012-09-30T00:00:00.000","Film Society of Austin, Inc.","125000"
"2012-09-30T00:00:00.000","Greater Austin Performing Arts Center, Inc. dba Long Center for Performing Arts","125000"
"2013-09-30T00:00:00.000","Austin Creative Alliance / A'Lante Flamenco Dance Ensemble","1000"
"2013-09-30T00:00:00.000","Austin Creative Alliance / The Baron's Men","1000"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Jennifer Sherburn","1000"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Kalalaya","1000"
"2013-09-30T00:00:00.000","line upon line percussion","1000"
"2013-09-30T00:00:00.000","Texas Juggling Society","1000"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Dystheatre","1009"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Ready/Set/Go!","1400"
"2013-09-30T00:00:00.000","Conspire Theater","1531"
"2013-09-30T00:00:00.000","Center for Women and Their Work / Project Abundant Life","2500"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Glass Half Full Theatre","2656"
"2013-09-30T00:00:00.000","Austin Creative Alliance / a chick and a dude productions","2997"
"2013-09-30T00:00:00.000","La Fenice","3106"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Texas Comedies","3125"
"2013-09-30T00:00:00.000","Aienla Project","3175"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Punchkin Repertory Theatre","3188"
"2013-09-30T00:00:00.000","School of Indian Percussion and Music","3400"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Quixote Entertainment, LLC","3900"
"2013-09-30T00:00:00.000","Penfold Theatre Company","3900"
"2013-09-30T00:00:00.000","Capitol View Arts","4003"
"2013-09-30T00:00:00.000","Chaddick Dance Company","4050"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Gopher Projects","4063"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Generic Ensemble Company","4083"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Theatre en Bloc","4100"
"2013-09-30T00:00:00.000","Austin Civic Wind Ensemble","4239"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Julie Nathanielsz","4300"
"2013-09-30T00:00:00.000","Fisterra Projects","4300"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Art of the Pot","4400"
"2013-09-30T00:00:00.000","Progressive Arts Collective/ Sight Ain't Seeing Productions","4400"
"2013-09-30T00:00:00.000","Esquina Tango Cultural Society of Austin","4500"
"2013-09-30T00:00:00.000","Salvage Vanguard Theater/Trouble Puppet Company","4537"
"2013-09-30T00:00:00.000","One World/ Sevylla del Mazo","4543"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Heloise Gold","4600"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Erin Curtis","4700"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Lauren Gurgiolo","4700"
"2013-09-30T00:00:00.000","Latinitas, Inc.","4700"
"2013-09-30T00:00:00.000","Ballet East Dance Company/ VOICE Dance Company","4730"
"2013-09-30T00:00:00.000","Russian Speakers Society","4813"
"2013-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)/ Gilka W. Cespedes","4850"
"2013-09-30T00:00:00.000","Austin Center for Photograpy","4900"
"2013-09-30T00:00:00.000","Capitol Broadcasting Association, Inc. dba KMFA 89.5","4900"
"2013-09-30T00:00:00.000","South Austin Museum of Popular Culture/ Austin Music Awards-Margaret Moser","4900"
"2013-09-30T00:00:00.000","One World/ Austin Troubadours","4938"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Jason Neulander","5000"
"2013-09-30T00:00:00.000","Big Medium/ Pastelegram","5000"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Denise Prince","5000"
"2013-09-30T00:00:00.000","Folklore y Ritmos de Panama","5178"
"2013-09-30T00:00:00.000","Austin New Music Corporation (Co-op)","5421"
"2013-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Kocher","5651"
"2013-09-30T00:00:00.000","Austin Chamber Ensemble","6288"
"2013-09-30T00:00:00.000","Musical Connection","6334"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Austin Children's Theater","6450"
"2013-09-30T00:00:00.000","Borderlands Texas Poetry aka Texas Poetry Review (also Ramona Cearley)","6525"
"2013-09-30T00:00:00.000","Austin Polish Society","7109"
"2013-09-30T00:00:00.000","Austin Visual Arts Association/ Dr. Christopher Adejumo","7250"
"2013-09-30T00:00:00.000","Tapestry Singers","7300"
"2013-09-30T00:00:00.000","Wax Track Gallery International","7441"
"2013-09-30T00:00:00.000","Austin Latino Music Association","7600"
"2013-09-30T00:00:00.000","Vortex Repertory Company/Electronic Planet Ensemble","7736"
"2013-09-30T00:00:00.000","Buzz Production","7800"
"2013-09-30T00:00:00.000","Mexic-Arte Museum/ Robert Rodriguez","8200"
"2013-09-30T00:00:00.000","Red Salmon Arts/ Daniel Llanes","8200"
"2013-09-30T00:00:00.000","Austin Museum of Digital Art","8270"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Women Printmakers of Austin","8377"
"2013-09-30T00:00:00.000","Tips on Art","8504"
"2013-09-30T00:00:00.000","Hyde Park Theatre/ DA! Theatre Collective","8600"
"2013-09-30T00:00:00.000","Lannaya aka Lannaya West African Drum and Dance Ensemble","8804"
"2013-09-30T00:00:00.000","Imagine Art, Inc./ Mindy Moore","8864"
"2013-09-30T00:00:00.000","Golden Hornet Project, Inc.","8959"
"2013-09-30T00:00:00.000","Vortex Repertory Company/Lorella Loftus","9066"
"2013-09-30T00:00:00.000","COLLIDE/ Epistrophy Arts","9219"
"2013-09-30T00:00:00.000","Mobile Art Program","9575"
"2013-09-30T00:00:00.000","Salvage Vanguard Theater/Church of the Friendly Ghost","9597"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Balcones Community Orchestra","9600"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Asian American Community Partnership","9603"
"2013-09-30T00:00:00.000","Salvage Vanguard Theater/Gnap! Theater Projects","9650"
"2013-09-30T00:00:00.000","La Follia Austin Baroque","9954"
"2013-09-30T00:00:00.000","Ensemble VIII","10000"
"2013-09-30T00:00:00.000","Texas Music Museum","10150"
"2013-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)/Austin Latino Theatre Alliance","10200"
"2013-09-30T00:00:00.000","Vortex Repertory Company/Ethos AKA Chad Salvata","10200"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Shrewd Production","10396"
"2013-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","10533"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Tongue & Groove Theatre","10600"
"2013-09-30T00:00:00.000","Panoramic Voices","10950"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Anuradha Naimpally","11000"
"2013-09-30T00:00:00.000","Ballet East Dance Company/ Up Rise Productions","11000"
"2013-09-30T00:00:00.000","Imagine Art, Inc./ Theron Parker-ABC ASL","11000"
"2013-09-30T00:00:00.000","One World/ Emily Dedear","11000"
"2013-09-30T00:00:00.000","Ballet East Dance Company/ Proyecto Teatro","11368"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Breaking String Theater Co. aka Graham Schmidt","11400"
"2013-09-30T00:00:00.000","Austin Summer Musical for Children","11521"
"2013-09-30T00:00:00.000","Capital City Men's Chorus","11556"
"2013-09-30T00:00:00.000","Academia (Aztlan) De Danza Y Folklore","11713"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Paper Chairs","11800"
"2013-09-30T00:00:00.000","One World/ Sergey Vashchenko","11800"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Bennie Klain aka Trickster Films, LLC","12200"
"2013-09-30T00:00:00.000","One World/ Nada Stearns","12200"
"2013-09-30T00:00:00.000","Texas Nafas","12546"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Amie Maciszewski","12600"
"2013-09-30T00:00:00.000","Center for Women & Their Work / Nancy Schiesari","12600"
"2013-09-30T00:00:00.000","Save Barton Creek Association/ Bill Oliver","12600"
"2013-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","12674"
"2013-09-30T00:00:00.000","River City Pops","12700"
"2013-09-30T00:00:00.000","One World/ Austin Bike Zoo","12857"
"2013-09-30T00:00:00.000","American Repertory Ensemble","12900"
"2013-09-30T00:00:00.000","Center for No Idea","13000"
"2013-09-30T00:00:00.000","Austin Creative Alliance / The City Theatre Company","13300"
"2013-09-30T00:00:00.000","Austin Creative Alliance / Bob Livingston","13400"
"2013-09-30T00:00:00.000","Inside Out Steelband","13400"
"2013-09-30T00:00:00.000","One World/ Mohammad Firoozi","13400"
"2013-09-30T00:00:00.000","One World/ Oliver Rajamani","13400"
"2013-09-30T00:00:00.000","Out of Bounds Comedy","13488"
"2013-09-30T00:00:00.000","Film Society of Austin, Inc./ Anne Lewis","13594"
"2013-09-30T00:00:00.000","Public Access Community Television, Inc. aka Public Access Community Television","13798"
"2013-09-30T00:00:00.000","Co-Lab Projects","13951"
"2013-09-30T00:00:00.000","Groundwork Music Project","14006"
"2013-09-30T00:00:00.000","Red Salmon Arts","14087"
"2013-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Skloss","14200"
"2013-09-30T00:00:00.000","Conservatory Dance Theatre dba The Austin City Ballet","14500"
"2013-09-30T00:00:00.000","Hyde Park Theatre/ Capital T Theatre","15165"
"2013-09-30T00:00:00.000","Southwest Key Programs","15400"
"2013-09-30T00:00:00.000","Celtic Cultural Center of Texas","16200"
"2013-09-30T00:00:00.000","South Austin Museum of Popular Culture","16400"
"2013-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","16450"
"2013-09-30T00:00:00.000","Austin Symphonic Band","16714"
"2013-09-30T00:00:00.000","Classical Guitar Alive","17348"
"2013-09-30T00:00:00.000","Teatro Vivo","18027"
"2013-09-30T00:00:00.000","KidsActing Foundtion","18700"
"2013-09-30T00:00:00.000","Indian Classical Music Circle of Austin","18875"
"2013-09-30T00:00:00.000","Tutto Theatre Company","19150"
"2013-09-30T00:00:00.000","Ariel Dance Theatre","19750"
"2013-09-30T00:00:00.000","Capital Of Texas Public Telecommunications Council AKA KLRU-TX","19800"
"2013-09-30T00:00:00.000","Moving Image Arts & Education","20050"
"2013-09-30T00:00:00.000","Dance International","20339"
"2013-09-30T00:00:00.000","Knowbility, Inc.","20600"
"2013-09-30T00:00:00.000","Kathy Dunn Hamrick Dance Co.","20826"
"2013-09-30T00:00:00.000","Women in Jazz Association","21116"
"2013-09-30T00:00:00.000","Austin Civic Orchestra Society","21400"
"2013-09-30T00:00:00.000","Different Stages, Inc.","21783"
"2013-09-30T00:00:00.000","The Arc of the Capital Area","21800"
"2013-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks","21850"
"2013-09-30T00:00:00.000","Austin Community SteelBand","22300"
"2013-09-30T00:00:00.000","Austin Federation of Musicians","22750"
"2013-09-30T00:00:00.000","Austin Area Art from the Streets","24500"
"2013-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)","25000"
"2013-09-30T00:00:00.000","Austin Revitalization Authority/ DiverseArts Culture Works","26000"
"2013-09-30T00:00:00.000","Teatro Humanidad Cansada","26000"
"2013-09-30T00:00:00.000","La Peña","26750"
"2013-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)","26750"
"2013-09-30T00:00:00.000","India Fine Arts","27000"
"2013-09-30T00:00:00.000","Serie Project, Inc.","29000"
"2013-09-30T00:00:00.000","Allison Orr Dance Inc. aka Forklift Dance Works","30914"
"2013-09-30T00:00:00.000","Roy Lozano's Ballet Folklorico de Texas","33300"
"2013-09-30T00:00:00.000","Puerto Rican Folkloric Dance, Inc.","33500"
"2013-09-30T00:00:00.000","Texas Early Music Project","34600"
"2013-09-30T00:00:00.000","Pollyanna Theatre Company","35900"
"2013-09-30T00:00:00.000","Austin Visual Arts Association","37847"
"2013-09-30T00:00:00.000","Ballet East Dance Company","38500"
"2013-09-30T00:00:00.000","Chorus Austin","38500"
"2013-09-30T00:00:00.000","Austin Jazz Workshop, Inc.","41100"
"2013-09-30T00:00:00.000","Anthropos Arts","45432"
"2013-09-30T00:00:00.000","Austin Music Foundation","46907"
"2013-09-30T00:00:00.000","Austin Celtic Association, Inc.","48500"
"2013-09-30T00:00:00.000","Austin Scottish Rite Community & Childrens's Theatre (formerly Scottish Rite Children's Theatre and formerly Austin Scottish Rite Co.)","50000"
"2013-09-30T00:00:00.000","Austin Latino/a Lesbian & Gay Organization AKA allgo","50221"
"2013-09-30T00:00:00.000","Shady Tree Studios","51100"
"2013-09-30T00:00:00.000","Austin Gay & Lesbian International Film Festival (aGLIFF)","53700"
"2013-09-30T00:00:00.000","Big Medium","53700"
"2013-09-30T00:00:00.000","Cine Las Americas","55000"
"2013-09-30T00:00:00.000","Writer's League of Texas","55000"
"2013-09-30T00:00:00.000","Motion Media Arts Center aka The Austin School of Film","57500"
"2013-09-30T00:00:00.000","Salvage Vanguard Theatre","60000"
"2013-09-30T00:00:00.000","Great Promise for American Indians, Inc.","61400"
"2013-09-30T00:00:00.000","Blue Lapis Light, Inc.","64590"
"2013-09-30T00:00:00.000","Austin Shakespeare Festival","65000"
"2013-09-30T00:00:00.000","Vortex Repertory Company","65000"
"2013-09-30T00:00:00.000","Art Spark Texas","67500"
"2013-09-30T00:00:00.000","Fuse Box Austin","67500"
"2013-09-30T00:00:00.000","Zilker Theatre Productions","67500"
"2013-09-30T00:00:00.000","Austin Playhouse","70000"
"2013-09-30T00:00:00.000","Texas Folklife Resources","70000"
"2013-09-30T00:00:00.000","Austin Chamber Music Center, Inc.","72500"
"2013-09-30T00:00:00.000","Center For Women & Their Work","72500"
"2013-09-30T00:00:00.000","Hyde Park Theatre","72500"
"2013-09-30T00:00:00.000","Austin Fine Arts Alliance, Inc. AKA Art Alliance Austin","75000"
"2013-09-30T00:00:00.000","Imagine Art, Inc.","75000"
"2013-09-30T00:00:00.000","Rude Mechanicals - A Theatre Collective","75000"
"2013-09-30T00:00:00.000","Austin Classical Guitar","96381"
"2013-09-30T00:00:00.000","Austin Creative Alliance","121400"
"2013-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company","139600"
"2013-09-30T00:00:00.000","Mexic-Arte Museum","142200"
"2013-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","144750"
"2013-09-30T00:00:00.000","Creative Action","144800"
"2013-09-30T00:00:00.000","Austin Film Festival, Inc.","150000"
"2013-09-30T00:00:00.000","The Contemporary Austin Museum Inc","155750"
"2013-09-30T00:00:00.000","Conspirare, Inc.","158500"
"2013-09-30T00:00:00.000","Film Society of Austin, Inc.","161250"
"2013-09-30T00:00:00.000","Austin Symphony Orchestra Society, Inc.","164000"
"2013-09-30T00:00:00.000","Ballet Austin, Inc.","164000"
"2013-09-30T00:00:00.000","Greater Austin Performing Arts Center, Inc. dba Long Center for Performing Arts","164000"
"2013-09-30T00:00:00.000","Austin Theatre Alliance (formerly Paramount Theatre and State Theatre)","172250"
"2013-09-30T00:00:00.000","Zachary Scott Theatre Center","172250"
"2013-09-30T00:00:00.000","Austin Children's Museum DBA Thinkery","175000"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Ready/Set/Go!","1000"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Jennifer Sherburn","1000"
"2014-09-30T00:00:00.000","Austin Creative Alliance / The Baron's Men","1400"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Dystheatre","1694"
"2014-09-30T00:00:00.000","Conspire Theater","1750"
"2014-09-30T00:00:00.000","line upon line percussion","2065"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Punchkin Repertory Theatre","3188"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Texas Comedies","3200"
"2014-09-30T00:00:00.000","Aienla Project","3800"
"2014-09-30T00:00:00.000","Austin Civic Wind Ensemble","4035"
"2014-09-30T00:00:00.000","Hyde Park Theatre/ DA! Theatre Collective","4062"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Theatre en Bloc","4081"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Art of the Pot","4400"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Gopher Projects","4450"
"2014-09-30T00:00:00.000","Austin Creative Alliance / a chick and a dude productions","4525"
"2014-09-30T00:00:00.000","La Fenice","4567"
"2014-09-30T00:00:00.000","Borderlands Texas Poetry aka Texas Poetry Review (also Ramona Cearley)","4600"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Glass Half Full Theatre","4688"
"2014-09-30T00:00:00.000","Esquina Tango Cultural Society of Austin","4743"
"2014-09-30T00:00:00.000","Chaddick Dance Company","4800"
"2014-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)/ Gilka W. Cespedes","5000"
"2014-09-30T00:00:00.000","School of Indian Percussion and Music","5100"
"2014-09-30T00:00:00.000","Folklore y Ritmos de Panama","5558"
"2014-09-30T00:00:00.000","One World/ Sevylla del Mazo","5700"
"2014-09-30T00:00:00.000","Big Medium/ Pastelegram","5768"
"2014-09-30T00:00:00.000","Co-Lab Projects","9848"
"2014-09-30T00:00:00.000","Capitol View Arts","6206"
"2014-09-30T00:00:00.000","One World/ Austin Troubadours","6518"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Jason Neulander","6600"
"2014-09-30T00:00:00.000","Austin Chamber Ensemble","6635"
"2014-09-30T00:00:00.000","Austin New Music Corporation (Co-op)","6678"
"2014-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Kocher","6777"
"2014-09-30T00:00:00.000","Austin Latino Music Association","6800"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Julie Nathanielsz","6825"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Quixote Entertainment, LLC","6975"
"2014-09-30T00:00:00.000","Penfold Theatre Company","6975"
"2014-09-30T00:00:00.000","Austin Museum of Digital Art","7118"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Heloise Gold","7150"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Erin Curtis","7175"
"2014-09-30T00:00:00.000","Tapestry Singers","7300"
"2014-09-30T00:00:00.000","Russian Speakers Society","7500"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Generic Ensemble Company","7636"
"2014-09-30T00:00:00.000","Buzz Production","7800"
"2014-09-30T00:00:00.000","Tips on Art","7983"
"2014-09-30T00:00:00.000","Vortex Repertory Company/Lorella Loftus","8007"
"2014-09-30T00:00:00.000","Austin Polish Society","8075"
"2014-09-30T00:00:00.000","Fisterra Projects","8075"
"2014-09-30T00:00:00.000","Mexic-Arte Museum/ Robert Rodriguez","8200"
"2014-09-30T00:00:00.000","Red Salmon Arts/ Daniel Llanes","8200"
"2014-09-30T00:00:00.000","Musical Connection","8376"
"2014-09-30T00:00:00.000","Salinas, Maria","8404"
"2014-09-30T00:00:00.000","Golden Hornet Project, Inc.","8591"
"2014-09-30T00:00:00.000","Latinitas, Inc.","9175"
"2014-09-30T00:00:00.000","Ballet East Dance Company/ VOICE Dance Company","9191"
"2014-09-30T00:00:00.000","Salvage Vanguard Theater/Trouble Puppet Company","9335"
"2014-09-30T00:00:00.000","Center for No Idea","9500"
"2014-09-30T00:00:00.000","Salvage Vanguard Theater/Church of the Friendly Ghost","9597"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Balcones Community Orchestra","9600"
"2014-09-30T00:00:00.000","Austin Center for Photograpy","9725"
"2014-09-30T00:00:00.000","Capitol Broadcasting Association, Inc. dba KMFA 89.5","9725"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Denise Prince","9993"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Women Printmakers of Austin","10000"
"2014-09-30T00:00:00.000","Ensemble VIII","10000"
"2014-09-30T00:00:00.000","Vortex Repertory Company/Electronic Planet Ensemble","10049"
"2014-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)/Austin Latino Theatre Alliance","10200"
"2014-09-30T00:00:00.000","Vortex Repertory Company/Ethos AKA Chad Salvata","10200"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Asian American Community Partnership","10225"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Tongue & Groove Theatre","10600"
"2014-09-30T00:00:00.000","Austin Visual Arts Association/ Dr. Christopher Adejumo","10600"
"2014-09-30T00:00:00.000","Texas Music Museum","10600"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Anuradha Naimpally","11000"
"2014-09-30T00:00:00.000","Ballet East Dance Company/ Up Rise Productions","11000"
"2014-09-30T00:00:00.000","Imagine Art, Inc./ Theron Parker-ABC ASL","11000"
"2014-09-30T00:00:00.000","One World/ Emily Dedear","11000"
"2014-09-30T00:00:00.000","COLLIDE/ Epistrophy Arts","11200"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Breaking String Theater Co. aka Graham Schmidt","11400"
"2014-09-30T00:00:00.000","Panoramic Voices","11400"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Paper Chairs","11800"
"2014-09-30T00:00:00.000","One World/ Sergey Vashchenko","11800"
"2014-09-30T00:00:00.000","Imagine Art, Inc./ Mindy Moore","11897"
"2014-09-30T00:00:00.000","Texas Nafas","12000"
"2014-09-30T00:00:00.000","One World/ Nada Stearns","12200"
"2014-09-30T00:00:00.000","Center for Women & Their Work / Nancy Schiesari","12600"
"2014-09-30T00:00:00.000","Save Barton Creek Association/ Bill Oliver","12600"
"2014-09-30T00:00:00.000","One World/ Austin Bike Zoo","13000"
"2014-09-30T00:00:00.000","Ballet East Dance Company/ Proyecto Teatro","13107"
"2014-09-30T00:00:00.000","Austin Summer Musical for Children","13163"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Bob Livingston","13400"
"2014-09-30T00:00:00.000","Inside Out Steelband","13400"
"2014-09-30T00:00:00.000","One World/ Mohammad Firoozi","13400"
"2014-09-30T00:00:00.000","One World/ Oliver Rajamani","13400"
"2014-09-30T00:00:00.000","La Follia Austin Baroque","13762"
"2014-09-30T00:00:00.000","Film Society of Austin, Inc./ Anne Lewis","13800"
"2014-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","13800"
"2014-09-30T00:00:00.000","River City Pops","13800"
"2014-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Skloss","14200"
"2014-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","14594"
"2014-09-30T00:00:00.000","Capital City Men's Chorus","15200"
"2014-09-30T00:00:00.000","South Austin Museum of Popular Culture","16800"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Shrewd Production","16808"
"2014-09-30T00:00:00.000","Celtic Cultural Center of Texas","16900"
"2014-09-30T00:00:00.000","Austin Creative Alliance / The City Theatre Company","16950"
"2014-09-30T00:00:00.000","Austin Creative Alliance / Austin Children's Theater","17400"
"2014-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","17400"
"2014-09-30T00:00:00.000","Ariel Dance Theatre","17665"
"2014-09-30T00:00:00.000","Teatro Vivo","18348"
"2014-09-30T00:00:00.000","Austin Symphonic Band","18400"
"2014-09-30T00:00:00.000","Conservatory Dance Theatre dba The Austin City Ballet","18600"
"2014-09-30T00:00:00.000","Public Access Community Television, Inc. aka Public Access Community Television","18750"
"2014-09-30T00:00:00.000","Out of Bounds Comedy","18800"
"2014-09-30T00:00:00.000","Indian Classical Music Circle of Austin","19125"
"2014-09-30T00:00:00.000","KidsActing Foundtion","19400"
"2014-09-30T00:00:00.000","Capital Of Texas Public Telecommunications Council AKA KLRU-TX","19800"
"2014-09-30T00:00:00.000","Tutto Theatre Company","19800"
"2014-09-30T00:00:00.000","Groundwork Music Project","20087"
"2014-09-30T00:00:00.000","Moving Image Arts & Education","20600"
"2014-09-30T00:00:00.000","Classical Guitar Alive","21400"
"2014-09-30T00:00:00.000","Kathy Dunn Hamrick Dance Co.","21400"
"2014-09-30T00:00:00.000","Austin Civic Orchestra Society","21800"
"2014-09-30T00:00:00.000","Hyde Park Theatre/ Capital T Theatre","21800"
"2014-09-30T00:00:00.000","The Arc of the Capital Area","21800"
"2014-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks","22200"
"2014-09-30T00:00:00.000","Austin Community SteelBand","22600"
"2014-09-30T00:00:00.000","Austin Federation of Musicians","23000"
"2014-09-30T00:00:00.000","Different Stages, Inc.","23440"
"2014-09-30T00:00:00.000","Red Salmon Arts","23494"
"2014-09-30T00:00:00.000","Dance International","24024"
"2014-09-30T00:00:00.000","Austin Area Art from the Streets","24500"
